playername,team,flag_reason,metric_value,last_test_date
PLAYER_741,Womens Basketball,Low movement output 74.5% of team median,2811.630344,2023-02-26
PLAYER_741,Womens Basketball,Low movement output 70.9% of team median,2678.745536,2023-02-28
PLAYER_741,Womens Basketball,Low movement output 59.7% of team median,2252.599778,2023-03-01
PLAYER_741,Womens Basketball,Low movement output 49.4% of team median,1866.665195,2023-03-03
PLAYER_741,Womens Basketball,Low movement output 48.0% of team median,1813.3664,2023-03-06
PLAYER_741,Womens Basketball,Low movement output 78.8% of team median,2977.499584,2023-03-08
PLAYER_741,Womens Basketball,Low movement output 78.0% of team median,2945.380215,2023-03-09
PLAYER_741,Womens Basketball,Low movement output 71.2% of team median,2688.288004,2023-03-10
PLAYER_741,Womens Basketball,Low movement output 36.1% of team median,1363.733205,2023-08-28
PLAYER_741,Womens Basketball,Low movement output 26.8% of team median,1011.148849,2023-08-30
PLAYER_741,Womens Basketball,Low movement output 41.1% of team median,1550.940934,2023-09-01
PLAYER_741,Womens Basketball,Low movement output 46.1% of team median,1740.31962,2023-09-05
PLAYER_741,Womens Basketball,Low movement output 56.6% of team median,2138.937553,2023-09-05
PLAYER_741,Womens Basketball,Low movement output 30.2% of team median,1140.218826,2023-09-06
PLAYER_741,Womens Basketball,Low movement output 65.4% of team median,2468.921081,2023-09-06
PLAYER_741,Womens Basketball,Low movement output 68.2% of team median,2574.235948,2023-09-07
PLAYER_741,Womens Basketball,Low movement output 47.9% of team median,1807.594091,2023-09-08
PLAYER_741,Womens Basketball,Low movement output 42.9% of team median,1621.124983,2023-09-11
PLAYER_741,Womens Basketball,Low movement output 72.8% of team median,2750.14164,2023-09-11
PLAYER_741,Womens Basketball,Low movement output 30.8% of team median,1164.963018,2023-09-13
PLAYER_741,Womens Basketball,Low movement output 62.2% of team median,2348.008037,2023-09-13
PLAYER_741,Womens Basketball,Low movement output 50.0% of team median,1888.325602,2023-09-15
PLAYER_741,Womens Basketball,Low movement output 45.5% of team median,1717.012815,2023-09-18
PLAYER_741,Womens Basketball,Low movement output 38.2% of team median,1441.739289,2023-09-20
PLAYER_741,Womens Basketball,Low movement output 40.8% of team median,1539.53041,2023-09-22
PLAYER_741,Womens Basketball,Low movement output 65.8% of team median,2484.29035,2023-10-27
PLAYER_741,Womens Basketball,Low movement output 74.7% of team median,2821.301391,2023-11-01
PLAYER_741,Womens Basketball,Low movement output 75.8% of team median,2863.300778,2023-11-05
PLAYER_741,Womens Basketball,Low movement output 72.2% of team median,2726.763586,2023-11-06
PLAYER_741,Womens Basketball,Low movement output 67.5% of team median,2547.777389,2023-11-10
PLAYER_741,Womens Basketball,Low movement output 67.7% of team median,2556.234758,2023-11-14
PLAYER_741,Womens Basketball,Low movement output 67.4% of team median,2545.378676,2023-11-14
PLAYER_741,Womens Basketball,Low movement output 51.7% of team median,1950.586474,2023-11-18
PLAYER_741,Womens Basketball,Low movement output 76.9% of team median,2905.116814,2023-11-19
PLAYER_741,Womens Basketball,Low movement output 62.6% of team median,2363.157342,2023-11-21
PLAYER_741,Womens Basketball,Low movement output 72.8% of team median,2748.4073,2023-11-25
PLAYER_741,Womens Basketball,Low movement output 70.0% of team median,2642.764105,2023-11-29
PLAYER_741,Womens Basketball,Low movement output 67.9% of team median,2562.923638,2023-12-01
PLAYER_741,Womens Basketball,Low movement output 0.4% of team median,14.627365,2023-12-05
PLAYER_741,Womens Basketball,Low movement output 58.9% of team median,2225.569511,2023-12-05
PLAYER_741,Womens Basketball,Low movement output 0.2% of team median,7.260636,2023-12-10
PLAYER_741,Womens Basketball,Low movement output 65.7% of team median,2480.212888,2023-12-10
PLAYER_741,Womens Basketball,Low movement output 56.2% of team median,2124.108284,2023-12-16
PLAYER_741,Womens Basketball,Low movement output 1.3% of team median,50.674583,2023-12-20
PLAYER_741,Womens Basketball,Low movement output 67.4% of team median,2546.005607,2023-12-29
PLAYER_741,Womens Basketball,Low movement output 66.9% of team median,2527.930053,2023-12-29
PLAYER_741,Womens Basketball,Low movement output 53.6% of team median,2023.067971,2024-01-01
PLAYER_741,Womens Basketball,Low movement output 42.5% of team median,1604.847528,2024-01-06
PLAYER_741,Womens Basketball,Low movement output 49.8% of team median,1879.51799,2024-01-11
PLAYER_741,Womens Basketball,Low movement output 55.1% of team median,2078.884092,2024-01-13
PLAYER_741,Womens Basketball,Low movement output 48.3% of team median,1823.339148,2024-01-18
PLAYER_741,Womens Basketball,Low movement output 28.4% of team median,1072.250031,2024-01-20
PLAYER_741,Womens Basketball,Low movement output 58.5% of team median,2208.772907,2024-01-23
PLAYER_741,Womens Basketball,Low movement output 0.0% of team median,0.0,2024-01-25
PLAYER_741,Womens Basketball,Low movement output 78.5% of team median,2963.091563,2024-01-26
PLAYER_741,Womens Basketball,Low movement output 50.8% of team median,1918.513297,2024-01-27
PLAYER_741,Womens Basketball,Low movement output 69.1% of team median,2607.845566,2024-02-01
PLAYER_741,Womens Basketball,Low movement output 39.2% of team median,1479.623634,2024-02-03
PLAYER_741,Womens Basketball,Low movement output 72.6% of team median,2740.187987,2024-02-10
PLAYER_741,Womens Basketball,Low movement output 70.8% of team median,2674.195023,2024-02-15
PLAYER_741,Womens Basketball,Low movement output 64.9% of team median,2450.712083,2024-02-17
PLAYER_741,Womens Basketball,Low movement output 14.6% of team median,552.74879,2024-02-23
PLAYER_741,Womens Basketball,Low movement output 78.1% of team median,2950.080523,2024-02-25
PLAYER_741,Womens Basketball,Low movement output 74.0% of team median,2793.445502,2024-02-29
PLAYER_741,Womens Basketball,Low movement output 77.6% of team median,2930.5083,2024-03-01
PLAYER_741,Womens Basketball,Low movement output 35.6% of team median,1342.580819,2024-03-02
PLAYER_741,Womens Basketball,Low movement output 79.4% of team median,3000.111583,2024-03-03
PLAYER_741,Womens Basketball,Low movement output 75.1% of team median,2835.731672,2024-03-06
PLAYER_741,Womens Basketball,Low movement output 62.2% of team median,2350.500235,2024-03-08
PLAYER_741,Womens Basketball,Low movement output 59.6% of team median,2250.834533,2024-03-11
PLAYER_741,Womens Basketball,Low movement output 52.5% of team median,1981.462744,2024-03-14
PLAYER_741,Womens Basketball,Low movement output 78.0% of team median,2945.12638,2024-03-15
PLAYER_741,Womens Basketball,Low movement output 72.9% of team median,2753.265149,2024-03-17
PLAYER_741,Womens Basketball,Low movement output 51.7% of team median,1951.520845,2024-03-19
PLAYER_741,Womens Basketball,Low movement output 70.3% of team median,2656.178603,2024-07-01
PLAYER_741,Womens Basketball,Low movement output 56.0% of team median,2115.403011,2024-07-02
PLAYER_741,Womens Basketball,Low movement output 4.7% of team median,176.137191,2024-07-03
PLAYER_741,Womens Basketball,Low movement output 39.1% of team median,1477.269223,2024-07-08
PLAYER_741,Womens Basketball,Low movement output 39.2% of team median,1480.673094,2024-07-09
PLAYER_741,Womens Basketball,Low movement output 58.8% of team median,2221.011153,2024-07-16
PLAYER_741,Womens Basketball,Low movement output 52.7% of team median,1988.670899,2024-07-18
PLAYER_741,Womens Basketball,Low movement output 57.2% of team median,2161.40708,2024-07-25
PLAYER_741,Womens Basketball,Low movement output 68.7% of team median,2592.495461,2024-07-29
PLAYER_741,Womens Basketball,Low movement output 11.3% of team median,425.643288,2024-07-30
PLAYER_741,Womens Basketball,Low movement output 62.3% of team median,2353.53361,2024-07-30
PLAYER_741,Womens Basketball,Low movement output 1.0% of team median,36.733335,2024-07-31
PLAYER_741,Womens Basketball,Low movement output 71.5% of team median,2700.837708,2024-07-31
PLAYER_741,Womens Basketball,Low movement output 53.5% of team median,2018.99594,2024-08-01
PLAYER_741,Womens Basketball,Low movement output 1.0% of team median,39.639503,2024-08-05
PLAYER_741,Womens Basketball,Low movement output 44.1% of team median,1663.781795,2024-08-05
PLAYER_741,Womens Basketball,Low movement output 76.9% of team median,2903.170014,2024-08-06
PLAYER_741,Womens Basketball,Low movement output 72.9% of team median,2752.026549,2024-08-07
PLAYER_741,Womens Basketball,Low movement output 2.0% of team median,77.031628,2024-08-08
PLAYER_741,Womens Basketball,Low movement output 74.3% of team median,2805.384518,2024-08-08
PLAYER_741,Womens Basketball,Low movement output 28.4% of team median,1074.209894,2024-09-04
PLAYER_741,Womens Basketball,Low movement output 58.9% of team median,2223.824671,2024-09-05
PLAYER_741,Womens Basketball,Low movement output 66.4% of team median,2507.175167,2024-09-10
PLAYER_741,Womens Basketball,Low movement output 28.4% of team median,1073.244006,2024-09-11
PLAYER_741,Womens Basketball,Low movement output 48.4% of team median,1829.251588,2024-09-16
PLAYER_741,Womens Basketball,Low movement output 67.3% of team median,2542.608649,2024-09-25
PLAYER_741,Womens Basketball,Low movement output 78.0% of team median,2945.352251,2024-09-27
PLAYER_741,Womens Basketball,Low movement output 72.0% of team median,2718.680069,2024-09-28
PLAYER_741,Womens Basketball,Low movement output 24.5% of team median,926.618767,2024-10-08
PLAYER_741,Womens Basketball,Low movement output 64.4% of team median,2431.498926,2024-10-09
PLAYER_741,Womens Basketball,Low movement output 21.6% of team median,814.984433,2024-10-17
PLAYER_741,Womens Basketball,Low movement output 51.7% of team median,1952.928763,2024-10-18
PLAYER_741,Womens Basketball,Low movement output 0.9% of team median,35.350937,2024-10-22
PLAYER_741,Womens Basketball,Low movement output 3.5% of team median,133.144486,2024-10-23
PLAYER_741,Womens Basketball,Low movement output 36.6% of team median,1383.266836,2024-10-25
PLAYER_741,Womens Basketball,Low movement output 48.8% of team median,1840.988209,2024-10-25
PLAYER_741,Womens Basketball,Low movement output 1.0% of team median,37.295849,2024-10-28
PLAYER_741,Womens Basketball,Low movement output 2.5% of team median,93.475989,2024-10-30
PLAYER_741,Womens Basketball,Low movement output 36.0% of team median,1358.138954,2024-10-31
PLAYER_741,Womens Basketball,Low movement output 74.7% of team median,2818.997254,2024-11-06
PLAYER_741,Womens Basketball,Low movement output 54.9% of team median,2072.297341,2024-11-17
PLAYER_741,Womens Basketball,Low movement output 24.7% of team median,933.777546,2024-11-21
PLAYER_741,Womens Basketball,Low movement output 58.5% of team median,2209.671829,2024-11-23
PLAYER_741,Womens Basketball,Low movement output 11.5% of team median,433.769985,2024-11-25
PLAYER_741,Womens Basketball,Low movement output 4.5% of team median,169.489305,2024-11-26
PLAYER_741,Womens Basketball,Low movement output 73.6% of team median,2780.016787,2024-11-30
PLAYER_741,Womens Basketball,Low movement output 76.4% of team median,2885.63731,2024-12-07
PLAYER_741,Womens Basketball,Low movement output 75.6% of team median,2855.136486,2024-12-13
PLAYER_741,Womens Basketball,Low movement output 64.2% of team median,2423.689761,2024-12-21
PLAYER_741,Womens Basketball,Low movement output 0.2% of team median,7.92048,2025-01-01
PLAYER_741,Womens Basketball,Low movement output 55.9% of team median,2112.792713,2025-01-04
PLAYER_741,Womens Basketball,Low movement output 59.0% of team median,2229.553399,2025-01-05
PLAYER_741,Womens Basketball,Low movement output 64.3% of team median,2427.730468,2025-01-08
PLAYER_741,Womens Basketball,Low movement output 68.8% of team median,2597.613588,2025-01-09
PLAYER_741,Womens Basketball,Low movement output 61.9% of team median,2335.987287,2025-01-11
PLAYER_741,Womens Basketball,Low movement output 65.0% of team median,2453.032161,2025-01-16
PLAYER_741,Womens Basketball,Low movement output 61.5% of team median,2322.268408,2025-01-25
PLAYER_741,Womens Basketball,Low movement output 77.5% of team median,2926.977429,2025-01-28
PLAYER_741,Womens Basketball,Low movement output 76.1% of team median,2871.905646,2025-01-29
PLAYER_741,Womens Basketball,Low movement output 68.0% of team median,2567.226585,2025-01-30
PLAYER_741,Womens Basketball,Low movement output 42.3% of team median,1599.064252,2025-02-01
PLAYER_741,Womens Basketball,Low movement output 55.0% of team median,2078.258344,2025-02-03
PLAYER_741,Womens Basketball,Low movement output 35.7% of team median,1346.548164,2025-02-21
PLAYER_741,Womens Basketball,Low movement output 79.3% of team median,2994.783519,2025-02-22
PLAYER_741,Womens Basketball,Low movement output 66.6% of team median,2513.668812,2025-02-24
PLAYER_741,Womens Basketball,Low movement output 49.3% of team median,1861.159071,2025-03-01
PLAYER_741,Womens Basketball,Low movement output 33.9% of team median,1280.684943,2025-03-07
PLAYER_741,Womens Basketball,Low movement output 66.1% of team median,2494.625073,2025-03-08
PLAYER_741,Womens Basketball,Low movement output 0.3% of team median,9.441957,2025-06-27
PLAYER_741,Womens Basketball,Low movement output 0.0% of team median,0.069524,2025-07-02
PLAYER_741,Womens Basketball,Low movement output 0.0% of team median,0.0,2025-07-15
PLAYER_741,Womens Basketball,Low movement output 0.0% of team median,0.0,2025-07-22
PLAYER_741,Womens Basketball,Low movement output 0.0% of team median,0.070745,2025-07-31
PLAYER_741,Womens Basketball,Low movement output 0.4% of team median,15.12852,2025-09-08
PLAYER_741,Womens Basketball,Low movement output 0.1% of team median,2.212701,2025-09-18
PLAYER_741,Womens Basketball,Low movement output 44.1% of team median,1665.656117,2025-10-04
PLAYER_741,Womens Basketball,Low movement output 49.6% of team median,1871.386143,2025-10-07
PLAYER_741,Womens Basketball,Low movement output 56.3% of team median,2125.245058,2025-10-17
PLAYER_743,Mens Basketball,Low movement output 0.1% of team median,5.471184,2023-07-07
PLAYER_743,Mens Basketball,Low movement output 23.7% of team median,867.490318,2023-07-10
PLAYER_743,Mens Basketball,Low movement output 33.3% of team median,1219.602348,2023-07-11
PLAYER_743,Mens Basketball,Low movement output 19.8% of team median,725.999899,2023-07-12
PLAYER_743,Mens Basketball,Low movement output 27.6% of team median,1012.969266,2023-07-13
PLAYER_743,Mens Basketball,Low movement output 27.5% of team median,1008.850827,2023-07-17
PLAYER_743,Mens Basketball,Low movement output 53.3% of team median,1955.050793,2023-07-17
PLAYER_743,Mens Basketball,Low movement output 30.4% of team median,1112.776087,2023-07-18
PLAYER_743,Mens Basketball,Low movement output 42.2% of team median,1545.268184,2023-07-18
PLAYER_743,Mens Basketball,Low movement output 29.9% of team median,1096.130782,2023-07-19
PLAYER_743,Mens Basketball,Low movement output 32.2% of team median,1178.637936,2023-07-20
PLAYER_743,Mens Basketball,Low movement output 54.1% of team median,1982.929543,2023-07-20
PLAYER_743,Mens Basketball,Low movement output 71.5% of team median,2619.88981,2023-07-21
PLAYER_743,Mens Basketball,Low movement output 32.7% of team median,1198.642208,2023-07-24
PLAYER_743,Mens Basketball,Low movement output 34.8% of team median,1276.455719,2023-07-25
PLAYER_743,Mens Basketball,Low movement output 37.8% of team median,1383.949652,2023-07-26
PLAYER_743,Mens Basketball,Low movement output 61.4% of team median,2250.853599,2023-07-26
PLAYER_743,Mens Basketball,Low movement output 30.6% of team median,1122.868138,2023-07-27
PLAYER_743,Mens Basketball,Low movement output 62.2% of team median,2280.194708,2023-07-28
PLAYER_743,Womens Basketball,Low movement output 28.9% of team median,1090.669061,2023-08-08
PLAYER_743,Womens Basketball,Low movement output 44.0% of team median,1661.664275,2023-08-09
PLAYER_743,Womens Basketball,Low movement output 54.0% of team median,2038.228454,2023-08-22
PLAYER_743,Womens Basketball,Low movement output 67.3% of team median,2542.744777,2023-08-24
PLAYER_743,Womens Basketball,Low movement output 53.5% of team median,2021.399239,2023-08-25
PLAYER_743,Womens Basketball,Low movement output 47.2% of team median,1780.761331,2023-08-26
PLAYER_744,Womens Basketball,Low movement output 76.5% of team median,2890.493515,2021-06-29
PLAYER_744,Womens Basketball,Low movement output 5.9% of team median,223.813504,2021-07-05
PLAYER_744,Womens Basketball,Low movement output 41.3% of team median,1559.576117,2021-07-27
PLAYER_744,Womens Basketball,Low movement output 62.4% of team median,2356.449321,2021-09-02
PLAYER_744,Womens Basketball,Low movement output 10.8% of team median,408.212936,2021-09-09
PLAYER_744,Womens Basketball,Low movement output 1.2% of team median,43.443858,2021-09-14
PLAYER_744,Womens Basketball,Low movement output 5.2% of team median,198.206141,2021-09-16
PLAYER_744,Womens Basketball,Low movement output 60.2% of team median,2272.954832,2021-09-23
PLAYER_744,Womens Basketball,Low movement output 52.5% of team median,1982.083088,2021-10-01
PLAYER_744,Womens Basketball,Low movement output 51.8% of team median,1957.035754,2021-10-02
PLAYER_744,Womens Basketball,Low movement output 0.3% of team median,13.036941,2021-10-15
PLAYER_744,Womens Basketball,Low movement output 0.3% of team median,9.669352,2021-10-16
PLAYER_744,Womens Basketball,Low movement output 71.9% of team median,2714.744159,2021-10-21
PLAYER_744,Womens Basketball,Low movement output 0.0% of team median,0.035128,2021-10-22
PLAYER_744,Womens Basketball,Low movement output 1.7% of team median,63.473939,2021-10-27
PLAYER_744,Womens Basketball,Low movement output 27.6% of team median,1041.584124,2021-11-05
PLAYER_744,Womens Basketball,Low movement output 70.1% of team median,2648.144604,2021-11-08
PLAYER_744,Womens Basketball,Low movement output 69.2% of team median,2612.650097,2021-11-15
PLAYER_744,Womens Basketball,Low movement output 77.7% of team median,2934.931959,2021-12-27
PLAYER_744,Womens Basketball,Low movement output 5.5% of team median,206.80878,2022-01-05
PLAYER_744,Womens Basketball,Low movement output 54.5% of team median,2059.79724,2022-01-11
PLAYER_744,Womens Basketball,Low movement output 52.9% of team median,1998.275916,2022-01-25
PLAYER_744,Womens Basketball,Low movement output 72.0% of team median,2719.972247,2022-01-25
PLAYER_744,Womens Basketball,Low movement output 73.3% of team median,2768.416079,2022-01-27
PLAYER_744,Womens Basketball,Low movement output 2.4% of team median,89.191551,2022-02-01
PLAYER_744,Womens Basketball,Low movement output 44.0% of team median,1661.258598,2022-02-10
PLAYER_744,Womens Basketball,Low movement output 40.4% of team median,1523.801044,2022-02-11
PLAYER_744,Womens Basketball,Low movement output 19.0% of team median,718.858698,2022-02-13
PLAYER_744,Womens Basketball,Low movement output 77.8% of team median,2939.749684,2022-02-18
PLAYER_744,Womens Basketball,Low movement output 66.2% of team median,2499.984015,2022-03-04
PLAYER_744,Womens Basketball,Low movement output 68.4% of team median,2584.049086,2022-03-09
PLAYER_744,Womens Basketball,Low movement output 64.3% of team median,2427.578905,2022-03-10
PLAYER_745,Womens Soccer,Low movement output 64.1% of team median,2770.920068,2022-07-21
PLAYER_745,Womens Soccer,Low movement output 67.5% of team median,2917.715826,2022-07-25
PLAYER_745,Womens Soccer,Low movement output 75.4% of team median,3258.795409,2022-07-26
PLAYER_745,Womens Soccer,Low movement output 68.2% of team median,2948.255957,2022-07-27
PLAYER_745,Womens Soccer,Low movement output 69.4% of team median,2997.037767,2022-07-28
PLAYER_745,Womens Soccer,Low movement output 49.4% of team median,2135.184502,2022-08-02
PLAYER_745,Womens Soccer,Low movement output 68.4% of team median,2956.677859,2022-08-07
PLAYER_745,Womens Soccer,Low movement output 50.0% of team median,2161.334891,2022-08-09
PLAYER_745,Womens Soccer,Low movement output 49.1% of team median,2119.576814,2022-08-11
PLAYER_745,Womens Soccer,Low movement output 76.8% of team median,3318.300705,2022-08-18
PLAYER_745,Womens Soccer,Low movement output 68.9% of team median,2977.859223,2022-08-25
PLAYER_745,Womens Soccer,Low movement output 67.2% of team median,2904.245005,2022-09-02
PLAYER_745,Womens Soccer,Low movement output 77.8% of team median,3363.16863,2022-09-04
PLAYER_745,Womens Soccer,Low movement output 71.6% of team median,3093.417337,2022-09-08
PLAYER_745,Womens Soccer,Low movement output 60.9% of team median,2629.626532,2022-10-06
PLAYER_745,Womens Soccer,Low movement output 70.9% of team median,3060.832985,2022-10-09
PLAYER_746,Womens Soccer,Low movement output 44.9% of team median,1939.00528,2024-07-17
PLAYER_746,Womens Soccer,Low movement output 48.7% of team median,2103.666441,2024-07-19
PLAYER_746,Womens Soccer,Low movement output 52.6% of team median,2271.557108,2024-07-22
PLAYER_746,Womens Soccer,Low movement output 65.9% of team median,2845.587108,2024-07-23
PLAYER_746,Womens Soccer,Low movement output 54.0% of team median,2331.392245,2024-07-23
PLAYER_746,Womens Soccer,Low movement output 33.6% of team median,1453.169082,2024-07-24
PLAYER_746,Womens Soccer,Low movement output 52.8% of team median,2281.702789,2024-07-26
PLAYER_746,Womens Soccer,Low movement output 64.0% of team median,2765.804565,2024-07-30
PLAYER_746,Womens Soccer,Low movement output 57.9% of team median,2500.982036,2024-08-05
PLAYER_746,Womens Soccer,Low movement output 78.5% of team median,3390.888104,2024-08-07
PLAYER_746,Womens Soccer,Low movement output 78.7% of team median,3398.391557,2024-08-09
PLAYER_746,Womens Soccer,Low movement output 76.8% of team median,3315.983893,2024-09-05
PLAYER_746,Womens Soccer,Low movement output 44.7% of team median,1932.387827,2024-09-13
PLAYER_746,Mens Soccer,Low movement output 70.1% of team median,4471.540322,2025-03-04
PLAYER_746,Mens Soccer,Low movement output 76.2% of team median,4859.677092,2025-03-06
PLAYER_746,Mens Soccer,Low movement output 60.3% of team median,3843.566096,2025-03-12
PLAYER_746,Mens Soccer,Low movement output 74.2% of team median,4733.506725,2025-03-24
PLAYER_746,Mens Soccer,Low movement output 62.9% of team median,4009.61016,2025-03-25
PLAYER_746,Mens Soccer,Low movement output 68.6% of team median,4377.872744,2025-04-01
PLAYER_746,Mens Soccer,Low movement output 69.4% of team median,4426.095285,2025-04-02
PLAYER_746,Mens Soccer,Low movement output 64.0% of team median,4084.519018,2025-04-10
PLAYER_746,Mens Soccer,Low movement output 51.0% of team median,3252.756063,2025-04-15
PLAYER_746,Mens Soccer,Low movement output 70.2% of team median,4473.76329,2025-04-16
PLAYER_746,Mens Soccer,Low movement output 75.3% of team median,4800.08528,2025-04-22
PLAYER_746,Mens Soccer,Low movement output 63.3% of team median,4035.036545,2025-04-24
PLAYER_746,Womens Soccer,Low movement output 33.9% of team median,1466.384923,2025-07-16
PLAYER_746,Womens Soccer,Low movement output 32.8% of team median,1418.866794,2025-07-21
PLAYER_746,Womens Soccer,Low movement output 43.2% of team median,1868.246657,2025-07-23
PLAYER_746,Womens Soccer,Low movement output 39.1% of team median,1687.402248,2025-07-24
PLAYER_746,Womens Soccer,Low movement output 72.8% of team median,3146.982284,2025-07-25
PLAYER_746,Womens Soccer,Low movement output 57.8% of team median,2495.873899,2025-07-29
PLAYER_746,Womens Soccer,Low movement output 42.7% of team median,1845.387065,2025-08-07
PLAYER_746,Womens Soccer,Low movement output 69.1% of team median,2987.088424,2025-08-15
PLAYER_746,Womens Soccer,Low movement output 79.8% of team median,3446.245416,2025-08-16
PLAYER_746,Womens Soccer,Low movement output 0.0% of team median,0.0,2025-09-12
PLAYER_746,Womens Soccer,Low movement output 0.0% of team median,0.0,2025-09-19
PLAYER_746,Womens Soccer,Low movement output 0.0% of team median,0.0,2025-09-21
PLAYER_746,Womens Soccer,Low movement output 65.4% of team median,2824.523661,2025-10-03
PLAYER_746,Womens Soccer,Low movement output 32.6% of team median,1408.111834,2025-10-17
PLAYER_747,Womens Soccer,Low movement output 0.0% of team median,0.0,2025-07-18
PLAYER_747,Womens Soccer,Low movement output 11.2% of team median,482.685176,2025-07-23
PLAYER_747,Womens Soccer,Low movement output 57.7% of team median,2493.419591,2025-07-25
PLAYER_747,Womens Soccer,Low movement output 20.5% of team median,887.745901,2025-07-29
PLAYER_747,Womens Soccer,Low movement output 9.4% of team median,404.927629,2025-08-05
PLAYER_747,Womens Soccer,Low movement output 30.2% of team median,1306.794288,2025-08-06
PLAYER_747,Womens Soccer,Low movement output 49.9% of team median,2157.354686,2025-08-07
PLAYER_747,Womens Soccer,Low movement output 29.1% of team median,1258.736404,2025-08-09
PLAYER_747,Womens Soccer,Low movement output 65.4% of team median,2826.941047,2025-08-11
PLAYER_747,Womens Soccer,Low movement output 70.3% of team median,3036.69379,2025-08-12
PLAYER_747,Womens Soccer,Low movement output 60.9% of team median,2631.417365,2025-08-13
PLAYER_747,Womens Soccer,Low movement output 62.5% of team median,2700.297543,2025-08-15
PLAYER_747,Womens Soccer,Low movement output 50.5% of team median,2179.786783,2025-08-20
PLAYER_747,Womens Soccer,Low movement output 43.0% of team median,1857.902858,2025-08-21
PLAYER_747,Womens Soccer,Low movement output 76.1% of team median,3289.450346,2025-08-22
PLAYER_747,Womens Soccer,Low movement output 0.0% of team median,0.0,2025-08-24
PLAYER_747,Womens Soccer,Low movement output 68.8% of team median,2971.194302,2025-08-29
PLAYER_747,Womens Soccer,Low movement output 64.1% of team median,2770.465296,2025-08-31
PLAYER_747,Womens Soccer,Low movement output 71.9% of team median,3105.336174,2025-09-10
PLAYER_747,Womens Soccer,Low movement output 36.6% of team median,1580.789008,2025-09-12
PLAYER_747,Womens Soccer,Low movement output 68.1% of team median,2943.524284,2025-09-19
PLAYER_747,Womens Soccer,Low movement output 71.5% of team median,3088.429816,2025-09-25
PLAYER_747,Womens Soccer,Low movement output 74.8% of team median,3232.879273,2025-09-26
PLAYER_747,Womens Soccer,Low movement output 7.8% of team median,339.090563,2025-10-03
PLAYER_747,Womens Soccer,Low movement output 58.9% of team median,2545.3665,2025-10-08
PLAYER_747,Womens Soccer,Low movement output 67.1% of team median,2897.385575,2025-10-11
PLAYER_747,Womens Soccer,Low movement output 75.6% of team median,3268.087466,2025-10-14
PLAYER_747,Womens Soccer,Low movement output 78.8% of team median,3406.389454,2025-10-15
PLAYER_747,Womens Soccer,Low movement output 79.5% of team median,3433.111799,2025-10-18
PLAYER_751,Womens Basketball,Low movement output 74.1% of team median,2798.470053,2021-06-21
PLAYER_751,Womens Basketball,Low movement output 16.3% of team median,615.223234,2021-07-05
PLAYER_751,Womens Basketball,Low movement output 22.2% of team median,838.636361,2021-07-27
PLAYER_751,Womens Basketball,Low movement output 75.3% of team median,2844.32522,2021-09-02
PLAYER_751,Womens Basketball,Low movement output 5.8% of team median,218.875453,2021-09-16
PLAYER_751,Womens Basketball,Low movement output 67.6% of team median,2553.545101,2021-09-23
PLAYER_751,Womens Basketball,Low movement output 0.1% of team median,2.784877,2021-10-04
PLAYER_751,Womens Basketball,Low movement output 0.1% of team median,3.075324,2021-10-08
PLAYER_751,Womens Basketball,Low movement output 0.1% of team median,5.365543,2021-10-16
PLAYER_751,Womens Basketball,Low movement output 64.7% of team median,2443.406225,2021-10-19
PLAYER_751,Womens Basketball,Low movement output 0.8% of team median,28.390125,2021-10-26
PLAYER_751,Womens Basketball,Low movement output 79.3% of team median,2995.761371,2021-11-05
PLAYER_751,Womens Basketball,Low movement output 66.3% of team median,2504.388512,2021-11-15
PLAYER_751,Womens Basketball,Low movement output 70.2% of team median,2649.471063,2022-01-10
PLAYER_751,Womens Basketball,Low movement output 70.4% of team median,2659.017146,2022-01-25
PLAYER_751,Womens Basketball,Low movement output 0.0% of team median,0.0,2022-01-27
PLAYER_751,Womens Basketball,Low movement output 2.6% of team median,99.647698,2022-02-01
PLAYER_751,Womens Basketball,Low movement output 51.4% of team median,1939.999216,2022-02-07
PLAYER_751,Womens Basketball,Low movement output 0.1% of team median,2.604768,2022-03-04
PLAYER_751,Womens Basketball,Low movement output 41.8% of team median,1578.548608,2022-03-07
PLAYER_751,Womens Basketball,Low movement output 46.5% of team median,1757.637915,2022-03-13
PLAYER_751,Womens Basketball,Low movement output 9.6% of team median,361.596864,2022-03-14
PLAYER_751,Womens Basketball,Low movement output 3.4% of team median,129.807771,2022-03-16
PLAYER_755,Mens Basketball,Low movement output 68.1% of team median,2498.038037,2022-07-08
PLAYER_755,Mens Basketball,Low movement output 24.8% of team median,910.32148,2022-07-13
PLAYER_755,Mens Basketball,Low movement output 72.5% of team median,2656.400155,2022-07-26
PLAYER_755,Mens Basketball,Low movement output 61.1% of team median,2240.360162,2022-08-01
PLAYER_755,Mens Basketball,Low movement output 6.4% of team median,233.51356,2022-08-02
PLAYER_755,Mens Basketball,Low movement output 63.8% of team median,2339.590028,2022-08-04
PLAYER_755,Mens Basketball,Low movement output 63.7% of team median,2336.435515,2022-08-04
PLAYER_755,Mens Basketball,Low movement output 76.5% of team median,2805.794169,2022-09-12
PLAYER_755,Mens Basketball,Low movement output 69.2% of team median,2537.133841,2022-09-13
PLAYER_755,Mens Basketball,Low movement output 44.0% of team median,1612.587725,2022-09-16
